"08507: Air transport. Passengers, by airport, type of traffic, domestic/international flights, passenger group, contents and month"

"airport";"type of traffic";"domestic/international flights";"passenger group";"Passengers 2009M01";"Passengers 2009M02";"Passengers 2009M03";"Passengers 2009M04";"Passengers 2009M05";"Passengers 2009M06";"Passengers 2009M07";"Passengers 2009M08";"Passengers 2009M09";"Passengers 2009M10";"Passengers 2009M11";"Passengers 2009M12";"Passengers 2010M01";"Passengers 2010M02";"Passengers 2010M03";"Passengers 2010M04";"Passengers 2010M05";"Passengers 2010M06";"Passengers 2010M07";"Passengers 2010M08";"Passengers 2010M09";"Passengers 2010M10";"Passengers 2010M11";"Passengers 2010M12";"Passengers 2011M01";"Passengers 2011M02";"Passengers 2011M03";"Passengers 2011M04";"Passengers 2011M05";"Passengers 2011M06";"Passengers 2011M07";"Passengers 2011M08";"Passengers 2011M09";"Passengers 2011M10";"Passengers 2011M11";"Passengers 2011M12";"Passengers 2012M01";"Passengers 2012M02";"Passengers 2012M03";"Passengers 2012M04";"Passengers 2012M05";"Passengers 2012M06";"Passengers 2012M07";"Passengers 2012M08";"Passengers 2012M09";"Passengers 2012M10";"Passengers 2012M11";"Passengers 2012M12";"Passengers 2013M01";"Passengers 2013M02";"Passengers 2013M03";"Passengers 2013M04";"Passengers 2013M05";"Passengers 2013M06";"Passengers 2013M07";"Passengers 2013M08";"Passengers 2013M09";"Passengers 2013M10";"Passengers 2013M11";"Passengers 2013M12";"Passengers 2014M01";"Passengers 2014M02";"Passengers 2014M03";"Passengers 2014M04";"Passengers 2014M05";"Passengers 2014M06";"Passengers 2014M07";"Passengers 2014M08";"Passengers 2014M09";"Passengers 2014M10";"Passengers 2014M11";"Passengers 2014M12";"Passengers 2015M01";"Passengers 2015M02";"Passengers 2015M03";"Passengers 2015M04";"Passengers 2015M05";"Passengers 2015M06";"Passengers 2015M07";"Passengers 2015M08";"Passengers 2015M09";"Passengers 2015M10";"Passengers 2015M11";"Passengers 2015M12";"Passengers 2016M01";"Passengers 2016M02";"Passengers 2016M03";"Passengers 2016M04";"Passengers 2016M05";"Passengers 2016M06";"Passengers 2016M07";"Passengers 2016M08";"Passengers 2016M09";"Passengers 2016M10";"Passengers 2016M11";"Passengers 2016M12";"Passengers 2017M01";"Passengers 2017M02";"Passengers 2017M03";"Passengers 2017M04";"Passengers 2017M05";"Passengers 2017M06";"Passengers 2017M07";"Passengers 2017M08";"Passengers 2017M09";"Passengers 2017M10";"Passengers 2017M11";"Passengers 2017M12";"Passengers 2018M01";"Passengers 2018M02";"Passengers 2018M03";"Passengers 2018M04";"Passengers 2018M05";"Passengers 2018M06";"Passengers 2018M07";"Passengers 2018M08";"Passengers 2018M09";"Passengers 2018M10";"Passengers 2018M11";"Passengers 2018M12";"Passengers 2019M01";"Passengers 2019M02";"Passengers 2019M03";"Passengers 2019M04";"Passengers 2019M05";"Passengers 2019M06";"Passengers 2019M07";"Passengers 2019M08";"Passengers 2019M09";"Passengers 2019M10";"Passengers 2019M11";"Passengers 2019M12";"Passengers 2020M01";"Passengers 2020M02";"Passengers 2020M03";"Passengers 2020M04";"Passengers 2020M05";"Passengers 2020M06";"Passengers 2020M07";"Passengers 2020M08";"Passengers 2020M09"
"Stord Sørstokken";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stord Sørstokken";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stord Sørstokken";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Stord Sørstokken";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";4248;5758;9638;12258;9216;12755;16055;15072;7525;5125;4613;3980;3672;6218;10104;9718;8632;12286;15399;14650;8383;6304;4618;4314;4046;6638;9473;11318;9694;11535;15128;15076;8754;6485;4705;4652;4664;7089;9047;11246;9886;12709;16420;15295;8827;6881;5611;4701;6717;7128;12950;17418;13539;17284;18234;18399;12344;9687;7651;7202;7706;10258;13686;16079;13671;17868;19002;18306;13109;8531;7263;7237;7564;10472;15630;17699;13704;18410;20267;19068;12581;9730;6289;6677;8139;11300;14101;17036;13464;19676;21677;21346;13097;9306;7416;7542;8618;11317;14273;15703;14430;19316;21640;19903;11495;9825;7087;6828;7912;13129;16233;18357;15997;21862;22964;21140;13738;10180;7910;7448;8413;12750;18617;18708;17092;22066;23822;20754;13035;9426;7064;6773;8430;12032;7031;619;1254;3603;8203;7772;6120
"Svalbard Longyear";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";0;62;0;170;0;205;259;65;112;65;0;0;0;4;0;141;11;492;184;84;0;104;0;139;0;126;5;167;0;345;364;547;249;105;0;94;0;61;0;144;1;100;988;1309;252;73;0;63;0;68;30;185;20;215;1625;1889;231;209;0;136;0;179;0;432;0;1547;2290;1530;448;229;0;288;484;216;370;782;94;872;3003;2003;271;198;0;176;0;59;0;441;39;1038;2931;1546;1;259;72;70;95;31;230;155;138;12;2417;776;503;0;88;0;187;0;367;158;143;841;2363;1127;98;0;99;0;165;0;12;276;238;2888;3255;626;120;102;0;341;300;144;0;0;0;0;36;0;0
"Svalbard Longyear";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4248;5820;9638;12428;9216;12960;16314;15137;7637;5190;4613;3980;3672;6222;10104;9859;8643;12778;15583;14734;8383;6408;4618;4453;4046;6764;9478;11485;9694;11880;15492;15623;9003;6590;4705;4746;4664;7150;9047;11390;9887;12809;17408;16604;9079;6954;5611;4764;6717;7196;12980;17603;13559;17499;19859;20288;12575;9896;7651;7338;7706;10437;13686;16511;13671;19415;21292;19836;13557;8760;7263;7525;8048;10688;16000;18481;13798;19282;23270;21071;12852;9928;6289;6853;8139;11359;14101;17477;13503;20714;24608;22892;13098;9565;7488;7612;8713;11348;14503;15858;14568;19328;24057;20679;11998;9825;7175;6828;8099;13129;16600;18515;16140;22703;25327;22267;13836;10180;8009;7448;8578;12750;18629;18984;17330;24954;27077;21380;13155;9528;7064;7114;8730;12176;7031;619;1254;3603;8239;7772;6120
"Svalbard Longyear";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";4084;5668;9561;11817;9138;12711;14705;14445;7461;5074;4509;3768;3172;6167;9768;9263;8543;11639;14245;13744;8367;6282;4580;4284;4001;6201;8870;11004;9624;10351;13527;14192;8712;6444;4370;4629;4512;6981;8983;10895;9356;11641;15079;14988;8792;6860;5524;4401;4983;6629;11579;14757;11696;13052;15905;16389;10395;7755;5914;5798;6373;8995;12974;14174;11847;14638;16584;16505;11189;8161;5538;6059;6179;9203;13549;16282;12973;16609;18548;18420;11858;9276;6157;5846;7667;11287;13662;15714;12361;17788;19625;18903;11762;8691;6994;6929;7796;11220;14107;15130;13357;18166;19436;18261;10980;9311;6608;6376;7529;12529;15695;16828;14142;19071;20739;20105;13066;9674;7192;7030;7832;12216;17446;17863;15798;18182;21072;19929;12632;9335;6987;6597;8062;11775;6867;619;1222;3463;8161;7338;6024
"Svalbard Longyear";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;492;98;0;0;0;0;0;0;0;0;0;0;70;102;169;0;0;0;0;0;0;0;0;0;0;715;1050;252;0;0;0;0;0;0;0;0;0;969;1099;231;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;355;72;76;7;201;58;0;0;0;0;0;0;0;12;10;0;127;22;0;0;0;0;0;0;0;100;0;0;383;0;0;0;0;0;0;0;19;0;0;0;0;642;0;0;0;0;0;0;0;0;84;425;0;230;0;0;0;141;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4084;5668;9561;11817;9138;12711;14729;14445;7461;5074;4509;3768;3172;6167;9768;9263;8543;12131;14343;13744;8367;6282;4580;4284;4001;6201;8870;11004;9624;10421;13629;14361;8712;6444;4370;4629;4512;6981;8983;10895;9356;11641;15794;16038;9044;6860;5524;4401;4983;6629;11579;14757;11696;13052;16874;17488;10626;7755;5914;5798;6373;8995;12974;14174;11847;14638;16584;16581;11189;8161;5538;6059;6179;9203;13904;16354;13049;16616;18749;18478;11858;9276;6157;5846;7667;11287;13662;15726;12371;17788;19752;18925;11762;8691;6994;6929;7796;11220;14107;15230;13357;18166;19819;18261;10980;9311;6608;6376;7529;12529;15714;16828;14142;19071;20739;20747;13066;9674;7192;7030;7832;12216;17446;17863;15882;18607;21072;20159;12632;9335;6987;6738;8062;11775;6867;619;1222;3463;8161;7338;6024
"Svalbard Longyear";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;19;385;5;0;1323;585;14;0;0;125;476;4;234;427;0;621;1117;871;0;0;0;0;0;384;570;260;35;1144;1584;861;0;0;318;0;113;77;0;344;489;1052;1319;292;19;0;0;239;1699;491;1356;2613;1808;4173;2303;1987;1895;1895;1661;1391;1311;1243;677;1899;1824;3221;2388;1801;1874;356;1709;1155;1356;1259;2053;1373;669;1795;1706;608;672;439;130;791;441;0;391;1283;1093;1789;2026;2256;1275;508;360;527;728;28;0;533;914;1101;2025;1583;401;493;397;425;271;572;453;1498;1725;2725;2081;1002;546;346;572;336;444;452;1108;709;1029;3837;2588;789;214;0;0;0;282;99;140;0;0;110;0;355;0
"Svalbard Longyear";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;62;0;159;0;205;148;65;112;65;0;0;0;4;0;141;11;0;86;84;0;104;0;139;0;126;5;167;0;275;262;378;249;105;0;94;0;61;0;144;1;100;273;259;0;73;0;63;0;68;30;185;20;215;656;790;0;209;0;136;0;179;0;426;0;1547;2290;1454;448;229;0;288;484;216;15;710;18;865;2802;1945;271;198;0;176;0;59;0;414;29;1038;2804;1524;1;259;72;68;95;31;230;55;138;12;2034;776;503;0;88;0;187;0;348;158;143;841;2363;408;98;0;99;0;165;0;12;273;154;2463;3255;165;120;102;0;200;300;144;0;0;0;0;36;0;0
"Svalbard Longyear";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;62;19;544;5;205;1471;650;126;65;0;125;476;8;234;568;11;621;1203;955;0;104;0;139;0;510;575;427;35;1419;1846;1239;249;105;318;94;113;138;0;488;490;1152;1592;551;19;73;0;302;1699;559;1386;2798;1828;4388;2959;2777;1895;2104;1661;1527;1311;1422;677;2325;1824;4768;4678;3255;2322;585;1709;1443;1840;1475;2068;2083;687;2660;4508;2553;943;637;130;967;441;59;391;1697;1122;2827;4830;3780;1276;767;432;595;823;59;230;588;1052;1113;4059;2359;904;493;485;425;458;572;801;1656;1868;3566;4444;1410;644;346;671;336;609;452;1120;982;1183;6300;5843;954;334;102;0;200;582;243;140;0;0;110;36;355;0
"Svalbard Longyear";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";164;90;58;56;73;44;26;42;50;51;104;87;24;47;102;28;89;26;37;35;16;22;38;30;45;53;33;54;35;40;17;23;42;41;17;23;39;31;64;7;41;16;22;15;16;21;87;61;35;4;15;48;35;59;26;23;54;37;76;13;22;20;35;0;0;9;30;0;46;14;16;23;29;10;28;44;62;6;13;40;51;15;2;40;31;13;48;11;10;99;26;187;60;107;62;86;94;69;164;40;159;49;179;59;114;21;82;27;112;28;85;31;130;66;144;33;126;160;146;82;137;82;63;136;265;47;162;36;189;91;77;176;86;158;24;0;32;30;32;71;96
"Svalbard Longyear";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";164;90;58;56;73;44;26;42;50;51;104;87;24;47;102;28;89;26;37;35;16;22;38;30;45;53;33;54;35;40;17;23;42;41;17;23;39;31;64;7;41;16;22;15;16;21;87;61;35;4;15;48;35;59;26;23;54;37;76;13;22;20;35;0;0;9;30;0;46;14;16;23;29;10;28;44;62;6;13;40;51;15;2;40;31;13;48;11;10;99;26;187;60;107;62;86;94;69;164;40;159;49;179;59;114;21;82;27;112;28;85;31;130;66;144;33;126;160;146;82;137;82;63;136;265;47;162;36;189;91;77;176;86;158;24;0;32;30;32;71;96
"Svalbard Longyear";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;0
"Svalbard Longyear";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svalbard Longyear";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;0
"Svolvær Helle";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";4966;4970;7259;6732;7007;8253;7725;8386;7471;6653;6241;5317;5088;5390;7263;5064;6149;8556;7881;7884;7220;6800;6519;5729;5390;5725;7960;6838;7818;9063;9495;9391;7445;7418;6645;6164;6146;6293;8065;6400;7659;8283;7883;8325;7226;7096;6746;5736;5523;5795;7547;0;1236;7996;8504;7870;7324;7043;6116;5336;5968;6106;7610;6809;7074;8122;7381;7377;7009;6954;6309;5362;5536;5877;8385;6952;7423;8231;8541;8282;7372;7307;6744;5687;5706;5839;7472;7722;7686;8697;8968;8363;7842;7344;6909;5946;6438;6570;9390;10053;10970;11825;11947;12606;11216;11134;9347;7944;9066;9739;10785;9520;9775;11259;11087;10560;8557;8206;7717;6107;6416;7287;9378;7633;8331;9505;9018;9985;9249;8812;6656;6229;6497;6707;4125;0;0;4804;8006;6646;6189
"Svolvær Helle";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4966;4970;7259;6732;7007;8253;7725;8386;7471;6653;6241;5317;5088;5390;7263;5064;6149;8556;7881;7884;7220;6800;6519;5729;5390;5725;7960;6838;7818;9063;9495;9391;7445;7418;6645;6164;6146;6293;8065;6400;7659;8283;7883;8352;7226;7096;6746;5736;5523;5795;7547;0;1236;7996;8504;7870;7324;7043;6116;5336;5968;6106;7610;6809;7074;8122;7381;7377;7009;6954;6309;5362;5536;5877;8385;6952;7423;8231;8541;8282;7372;7307;6744;5687;5706;5839;7472;7722;7711;8697;8968;8363;7842;7344;6909;5946;6438;6570;9390;10053;10970;11825;11947;12606;11216;11134;9347;7944;9066;9739;10785;9520;9775;11259;11087;10560;8557;8206;7717;6107;6416;7287;9378;7633;8331;9505;9018;9985;9249;8812;6656;6229;6497;6707;4125;0;0;4804;8006;6646;6189
"Svolvær Helle";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";4966;4970;7259;6732;7007;8253;7725;8348;7471;6653;6241;5317;5088;5390;7261;5064;6149;8556;7878;7884;7220;6800;6519;5729;5390;5725;7960;6838;7818;9035;9495;9316;7445;7418;6645;6164;6146;6293;8065;6400;7608;8283;7883;8325;7226;7096;6746;5736;5523;5795;7547;0;1223;7996;8504;7870;7324;7043;6095;5336;5968;6106;7610;6809;7070;8122;7377;7376;6974;6954;6309;5362;5536;5877;8378;6952;7423;8160;8535;8282;7372;7189;6744;5687;5706;5839;7472;7722;7661;8621;8952;8363;7842;7344;6909;5946;6438;6570;9368;10053;10935;11758;11945;12606;11216;11134;9347;7944;9066;9739;10776;9520;9775;11259;11067;10560;8531;8206;7513;6107;6416;7287;9374;7631;8331;9469;9018;9985;9249;8812;6656;6229;6497;6707;4125;0;0;4804;8006;6646;6189
"Svolvær Helle";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4966;4970;7259;6732;7007;8253;7725;8348;7471;6653;6241;5317;5088;5390;7261;5064;6149;8556;7878;7884;7220;6800;6519;5729;5390;5725;7960;6838;7818;9035;9495;9316;7445;7418;6645;6164;6146;6293;8065;6400;7608;8283;7883;8352;7226;7096;6746;5736;5523;5795;7547;0;1223;7996;8504;7870;7324;7043;6095;5336;5968;6106;7610;6809;7070;8122;7377;7376;6974;6954;6309;5362;5536;5877;8378;6952;7423;8160;8535;8282;7372;7189;6744;5687;5706;5839;7472;7722;7661;8621;8952;8363;7842;7344;6909;5946;6438;6570;9368;10053;10935;11758;11945;12606;11216;11134;9347;7944;9066;9739;10776;9520;9775;11259;11067;10560;8531;8206;7513;6107;6416;7287;9374;7631;8331;9469;9018;9985;9249;8812;6656;6229;6497;6707;4125;0;0;4804;8006;6646;6189
"Svolvær Helle";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;38;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;28;0;75;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;21;0;0;0;0;0;4;0;0;1;35;0;0;0;0;0;7;0;0;71;6;0;0;118;0;0;0;0;0;0;25;76;16;0;0;0;0;0;0;0;22;0;35;67;2;0;0;0;0;0;0;0;9;0;0;0;20;0;26;0;204;0;0;0;4;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;38;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;28;0;75;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;21;0;0;0;0;0;4;0;0;1;35;0;0;0;0;0;7;0;0;71;6;0;0;118;0;0;0;0;0;0;50;76;16;0;0;0;0;0;0;0;22;0;35;67;2;0;0;0;0;0;0;0;9;0;0;0;20;0;26;0;204;0;0;0;4;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
