"08507: Air transport. Passengers, by airport, type of traffic, domestic/international flights, passenger group, contents and month"

"airport";"type of traffic";"domestic/international flights";"passenger group";"Passengers 2009M01";"Passengers 2009M02";"Passengers 2009M03";"Passengers 2009M04";"Passengers 2009M05";"Passengers 2009M06";"Passengers 2009M07";"Passengers 2009M08";"Passengers 2009M09";"Passengers 2009M10";"Passengers 2009M11";"Passengers 2009M12";"Passengers 2010M01";"Passengers 2010M02";"Passengers 2010M03";"Passengers 2010M04";"Passengers 2010M05";"Passengers 2010M06";"Passengers 2010M07";"Passengers 2010M08";"Passengers 2010M09";"Passengers 2010M10";"Passengers 2010M11";"Passengers 2010M12";"Passengers 2011M01";"Passengers 2011M02";"Passengers 2011M03";"Passengers 2011M04";"Passengers 2011M05";"Passengers 2011M06";"Passengers 2011M07";"Passengers 2011M08";"Passengers 2011M09";"Passengers 2011M10";"Passengers 2011M11";"Passengers 2011M12";"Passengers 2012M01";"Passengers 2012M02";"Passengers 2012M03";"Passengers 2012M04";"Passengers 2012M05";"Passengers 2012M06";"Passengers 2012M07";"Passengers 2012M08";"Passengers 2012M09";"Passengers 2012M10";"Passengers 2012M11";"Passengers 2012M12";"Passengers 2013M01";"Passengers 2013M02";"Passengers 2013M03";"Passengers 2013M04";"Passengers 2013M05";"Passengers 2013M06";"Passengers 2013M07";"Passengers 2013M08";"Passengers 2013M09";"Passengers 2013M10";"Passengers 2013M11";"Passengers 2013M12";"Passengers 2014M01";"Passengers 2014M02";"Passengers 2014M03";"Passengers 2014M04";"Passengers 2014M05";"Passengers 2014M06";"Passengers 2014M07";"Passengers 2014M08";"Passengers 2014M09";"Passengers 2014M10";"Passengers 2014M11";"Passengers 2014M12";"Passengers 2015M01";"Passengers 2015M02";"Passengers 2015M03";"Passengers 2015M04";"Passengers 2015M05";"Passengers 2015M06";"Passengers 2015M07";"Passengers 2015M08";"Passengers 2015M09";"Passengers 2015M10";"Passengers 2015M11";"Passengers 2015M12";"Passengers 2016M01";"Passengers 2016M02";"Passengers 2016M03";"Passengers 2016M04";"Passengers 2016M05";"Passengers 2016M06";"Passengers 2016M07";"Passengers 2016M08";"Passengers 2016M09";"Passengers 2016M10";"Passengers 2016M11";"Passengers 2016M12";"Passengers 2017M01";"Passengers 2017M02";"Passengers 2017M03";"Passengers 2017M04";"Passengers 2017M05";"Passengers 2017M06";"Passengers 2017M07";"Passengers 2017M08";"Passengers 2017M09";"Passengers 2017M10";"Passengers 2017M11";"Passengers 2017M12";"Passengers 2018M01";"Passengers 2018M02";"Passengers 2018M03";"Passengers 2018M04";"Passengers 2018M05";"Passengers 2018M06";"Passengers 2018M07";"Passengers 2018M08";"Passengers 2018M09";"Passengers 2018M10";"Passengers 2018M11";"Passengers 2018M12";"Passengers 2019M01";"Passengers 2019M02";"Passengers 2019M03";"Passengers 2019M04";"Passengers 2019M05";"Passengers 2019M06";"Passengers 2019M07";"Passengers 2019M08";"Passengers 2019M09";"Passengers 2019M10";"Passengers 2019M11";"Passengers 2019M12";"Passengers 2020M01";"Passengers 2020M02";"Passengers 2020M03";"Passengers 2020M04";"Passengers 2020M05";"Passengers 2020M06";"Passengers 2020M07";"Passengers 2020M08";"Passengers 2020M09"
"Båtsfjord";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;63;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;63;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Båtsfjord";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";385;253;341;300;245;490;779;407;493;435;351;440;264;315;400;134;165;174;156;166;263;209;326;225;307;300;625;337;271;259;265;298;407;350;343;295;335;427;322;268;197;236;176;237;285;263;264;155;235;261;261;316;210;290;218;235;216;435;338;248;337;331;378;374;237;247;249;274;354;304;270;182;239;289;369;303;181;244;205;253;263;308;266;186;171;262;258;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;69;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";136;42;54;0;2;0;0;0;0;0;0;122;541;391;377;0;0;10;0;0;0;0;17;0;178;10;556;557;0;0;1;5;2;0;0;2;0;9;15;0;0;0;5;0;0;0;0;0;8;0;382;2;0;0;1;1;31;0;6;421;861;744;853;0;0;0;0;0;2;1;2;425;994;765;413;2;0;88;0;38;0;0;4;248;1457;796;122;0;0;0;0;0;0;0;0;108;584;602;0;0;0;0;0;0;0;0;0;375;992;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";521;295;395;300;247;490;779;407;493;435;351;562;805;706;777;134;165;184;156;166;263;209;343;225;485;310;1181;894;271;259;266;303;409;350;343;297;335;436;337;268;197;236;181;237;285;263;264;155;243;261;643;318;210;290;219;236;247;435;344;669;1198;1075;1231;374;237;247;249;274;356;305;272;607;1233;1054;782;305;181;332;205;291;263;308;270;434;1628;1058;380;0;0;0;0;0;0;0;0;112;584;602;0;0;0;0;69;0;0;83;0;375;992;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";252;253;341;300;245;490;778;407;493;435;351;438;264;313;400;134;162;174;154;166;263;209;323;225;307;300;625;336;271;259;265;298;305;350;343;295;335;419;322;268;197;233;175;237;283;263;261;155;235;261;261;284;209;286;218;235;215;304;338;248;335;331;378;374;233;246;246;274;343;304;270;180;239;288;369;303;181;244;205;253;261;208;266;186;171;262;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;41;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;861;744;318;0;0;0;0;0;0;0;0;425;994;765;395;0;0;88;0;0;0;0;0;248;1313;794;122;0;0;0;0;0;0;0;0;108;584;602;0;0;0;0;0;0;0;0;0;375;992;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";252;294;394;300;245;490;778;407;493;435;351;438;264;313;400;134;162;174;154;166;263;209;323;225;307;300;625;336;271;259;265;298;305;350;343;295;335;419;322;268;197;233;175;237;283;263;261;155;235;261;261;284;209;286;218;235;215;304;338;669;1196;1075;696;374;233;246;246;274;343;304;270;605;1233;1053;764;303;181;332;205;253;261;208;266;434;1484;1056;380;0;0;0;0;0;0;0;0;108;584;602;0;0;0;0;0;0;0;0;0;375;992;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";133;0;0;0;0;0;1;0;0;0;0;2;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;32;0;0;0;0;1;131;0;0;2;0;0;0;4;1;3;0;11;0;0;2;0;1;0;0;0;0;0;0;2;100;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;69;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";136;1;1;0;2;0;0;0;0;0;0;122;541;391;377;0;0;10;0;0;0;0;17;0;178;10;556;557;0;0;1;5;2;0;0;2;0;9;15;0;0;0;5;0;0;0;0;0;8;0;382;2;0;0;0;1;31;0;6;0;0;0;535;0;0;0;0;0;2;1;2;0;0;0;18;2;0;0;0;38;0;0;4;0;144;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";269;1;1;0;2;0;1;0;0;0;0;124;541;393;377;0;3;10;0;0;0;0;17;0;178;10;556;557;0;0;1;5;104;0;0;2;0;17;15;0;0;0;5;0;0;0;3;0;8;0;382;34;0;0;0;1;32;131;6;0;2;0;535;0;4;1;3;0;13;1;2;2;0;1;18;2;0;0;0;38;2;100;4;0;144;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;69;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fagernes Leirin";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Florø";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";10866;11183;12216;11938;12447;13771;11740;11763;12646;13919;12303;11899;11124;11542;14016;9354;13250;16919;12748;15079;14819;14133;13694;13105;12805;12485;13648;13314;14306;15654;11634;13654;14815;15187;14421;13927;13095;12630;14151;15427;18996;17787;14229;18012;17390;19174;16703;13918;15969;15418;16191;18036;17596;18713;16613;19763;18202;21011;18417;15259;17552;15700;18133;17747;18276;18787;17090;17622;18949;18389;17507;15608;15004;15037;17211;15566;14878;16093;14027;15533;15779;16756;14587;13229;13665;14158;13224;12080;12054;13530;11204;13354;14346;13103;13092;10490;11504;11027;13819;11612;14465;14358;10836;13201;13868;14782;13277;11147;13191;12269;12818;12390;12254;12608;12178;12385;12627;14646;12823;10471;11405;12001;12940;11713;12931;12603;12099;13810;14367;15907;15502;13998;15682;15084;10803;4583;5306;6685;9255;10574;10656
